VehID,Time,Position,Speed
3,4522,133.164850933333,16.3324032
3,4523,137.72704992,18.41016384
3,4524,143.3864544,21.73053312
3,4525,149.11008024,19.88490816
3,4526,154.72979976,19.20678912
3,4527,160.074102,20.49389856
3,4528,165.80318376,20.62557216
3,4529,171.54177528,20.53120608
3,4530,177.03253392,19.07950464
3,4531,182.31676008,19.01695968
3,4532,187.59940128,19.04768352
3,4533,193.21598136,21.88195776
3,4534,199.44944616,23.04946368
3,4535,205.391766,18.08646624
3,4536,210.00250608,15.36521184
3,4537,213.69829752,12.06349632
3,4538,217.07910864,12.78440928
3,4539,220.95177552,15.09528096
3,4540,225.39527184,16.42408704
3,4541,229.9667232,16.4592
3,4542,234.5387232,16.4592
3,4543,239.10788856,16.40762784
3,4544,243.66800136,16.45590816
3,4545,248.2400928,16.4592
3,4546,252.8127024,16.404336
3,4547,257.1434532,14.73976224
3,4548,261.0743064,13.3538976
3,4549,264.70154832,13.0686048
3,4550,268.3315944,13.03129728
3,4551,271.9207668,12.94022304
3,4552,275.72838936,15.19842528
3,4553,280.1566152,15.63294816
3,4554,284.50903728,16.18707456
3,4555,289.0765872,16.4592
3,4556,293.64852624,16.46139456
3,4557,298.05300816,13.99470912
3,4558,301.34612832,10.77309504
3,4559,303.70311624,5.8265568
3,4560,304.67134392,0.98316288
3,4561,304.70856,0
3,4562,304.70856,0
3,4563,304.70856,0
3,4564,304.70856,0
3,4565,304.83599688,1.82806848
3,4566,305.83412544,3.45423744
3,4567,306.1996416,0
3,4568,306.1996416,0
3,4569,306.29114256,1.69310304
3,4570,307.6372308,7.9607664
3,4571,310.46479944,11.7628416
3,4572,314.46462888,16.46249184
3,4573,319.77799392,20.79674784
3,4574,324.82667064,15.91714368
3,4575,328.2450636,8.7343488
3,4576,330.53645856,8.2296
3,4577,332.82264144,8.2296
3,4578,335.1087024,8.2296
3,4579,337.39497672,8.22740544
3,4580,340.05737424,13.5623808
3,4581,345.34605048,22.4174304
3,4582,351.89483088,24.20819136
3,4583,358.63563528,24.47921952
3,4584,365.79355848,27.15768
3,4585,373.41005328,27.432
3,4586,381.04895088,27.73814112
3,4587,388.84018752,28.16059392
3,4588,396.16389144,23.17674816
3,4589,401.75858688,18.1435248
3,4590,406.619202,17.145
3,4591,411.47865888,18.16437312
3,4592,416.96201088,21.49900704
3,4593,423.15082248,23.23051488
3,4594,429.83420256,23.59590912
3,4595,436.2692316,22.88596896
3,4596,442.61891664,22.99130784
3,4597,448.8045888,21.9456
3,4598,454.92320496,23.1142032
3,4599,461.39365176,21.37720896
3,4600,467.32219464,23.16248352
3,4601,474.06845496,24.64820064
3,4602,480.80514456,23.23051488
3,4603,487.00602624,23.46204096
3,4604,494.2562124,27.29374272
3,4605,499.4123616,24.9192288
8,4492,10.5146856,13.44168
8,4493,13.13319192,13.49873856
8,4494,16.74863808,10.95195168
8,4495,18.92795808,6.30277632
8,4496,20.7001872,6.5781936
8,4497,22.59714048,6.94797696
8,4498,24.5275608,6.94687968
8,4499,26.50674912,7.97064192
8,4500,29.07923064,9.87990912
8,4501,31.7752476,8.73325152
8,4502,33.99016824,8.01892224
8,4503,36.81346968,12.84256512
8,4504,40.53568728,13.04885376
8,4505,43.21216656,6.06905568
8,4506,44.74363416,5.58076608
8,4507,46.78210608,9.4969584
8,4508,49.56700272,10.0620576
8,4509,52.36015944,10.07412768
8,4510,55.41181704,12.22040736
8,4511,58.9090008,12.61872
8,4512,62.4128292,12.66700032
8,4513,66.46889424,17.38530432
8,4514,71.70203592,19.39881312
8,4515,77.1008364,19.50086016
8,4516,82.5090552,19.37138112
8,4517,87.8633244,19.20349728
8,4518,93.18659544,19.10583936
8,4519,98.50026528,19.20569184
8,4520,103.91845104,18.66363552
8,4521,109.05131352,20.7550512
8,4522,115.33421688,22.6533456
8,4523,121.25184792,20.80662336
8,4524,127.19931888,21.5560656
8,4525,133.1250576,20.30187456
8,4526,138.90366936,22.03447968
8,4527,144.6602136,19.49976288
8,4528,150.06587208,19.81248768
8,4529,156.10139976,23.46094368
8,4530,162.64923528,23.27440608
8,4531,168.6936936,20.40282432
8,4532,174.32831784,20.2064112
8,4533,180.09973632,21.67457184
8,4534,186.07031112,20.00231712
8,4535,190.99990248,16.49870208
8,4536,195.5706528,16.4592
8,4537,200.1418908,16.4372544
8,4538,204.7064232,16.45151904
8,4539,209.3242956,16.97053248
8,4540,214.10102976,17.24265792
8,4541,218.8468572,16.74339552
8,4542,223.4220576,16.38019584
8,4543,227.9830848,16.4592
8,4544,232.55606016,16.32313728
8,4545,236.77507128,13.57774272
8,4546,240.09315456,10.91354688
8,4547,243.13112664,10.9728
8,4548,246.2861724,12.89194272
8,4549,250.4133168,15.09198912
8,4550,254.22609048,12.57702336
8,4551,257.6974272,13.51739232
8,4552,261.72218928,14.72659488
8,4553,265.86426888,15.55284672
8,4554,270.25826568,14.92520256
8,4555,274.07887272,12.6571248
8,4556,277.53887088,12.58909344
8,4557,280.76856216,10.96621632
8,4558,283.81653168,10.9728
8,4559,286.8645012,10.9728
8,4560,289.91253168,10.9728
8,4561,292.96190328,10.77967872
8,4562,295.3179768,5.95493856
8,4563,296.84737176,5.48749728
8,4564,298.0878468,2.35805472
8,4565,298.2730128,0
8,4566,298.2730128,0
8,4567,298.2730128,0
8,4568,298.2730128,0
8,4569,298.2730128,0
8,4570,298.2730128,0
8,4571,298.33080288,1.25419104
8,4572,299.40037656,5.45128704
8,4573,301.3568268,9.60339456
8,4574,304.40485728,12.34220544
8,4575,308.54510808,16.41860064
8,4576,313.09083432,16.14537792
8,4577,317.25403656,14.1329664
8,4578,321.19936776,13.12676064
