VehID,Time,Position,Speed
4,16,18.2134256,29.187648
4,17,23.48231016,29.48062176
4,18,32.04511752,31.83428736
4,19,40.88029416,31.34819232
4,20,49.59754368,32.67809568
4,21,58.24932216,27.82482624
4,22,65.68171776,26.6309856
4,23,73.07720208,26.63976384
4,24,80.5405044,26.65622304
4,25,86.4478332,14.50494432
4,26,89.88878136,11.8012464
4,27,91.91103792,1.80722016
4,28,92.34809064,2.17590624
4,29,93.17114208,3.71539008
4,30,94.36961568,5.27352768
4,31,95.89672464,5.75962272
4,32,97.3732368,3.73404384
4,33,98.12496504,2.63127744
4,34,98.88004608,2.7432
4,35,99.60784752,2.29002336
4,36,100.16416848,1.91914272
4,37,100.81220376,3.55628448
4,38,102.43712304,7.6096368
4,39,105.12146616,12.15018144
4,40,109.19926344,17.63987328
4,41,114.4993392,19.68959232
4,42,120.2533536,22.35269088
4,43,126.8217936,24.02714016
4,44,133.88437536,25.43165856
4,45,140.43230232,23.77915488
4,46,147.24924576,24.42435552
4,47,154.0315944,24.853392
4,48,160.95122496,23.88339648
4,49,167.47775496,25.19684064
4,50,175.03069896,28.33506144
4,51,183.08509992,29.77579008
4,52,191.73867672,32.27429664
4,53,200.8747824,32.69236032
4,54,209.60657088,30.70518624
4,55,218.13731328,30.89721024
4,56,226.8356652,32.02631136
4,57,235.97789736,32.82293664
4,58,244.76665296,30.6360576
4,59,253.02862272,29.75494176
4,60,262.00376352,33.90156288
4,61,271.07381904,32.13055296
4,62,280.09471032,32.2271136
4,63,288.9490284,31.82002272
4,64,297.8205372,32.38512192
4,65,306.93448392,32.69784672
4,66,316.00417368,32.87780064
4,67,325.5495648,36.27827136
4,68,335.47504152,34.02884736
4,69,345.16295712,37.20108384
4,70,355.77167352,38.07122688
4,71,366.28389024,37.75301568
4,72,376.84810584,38.8053072
4,73,388.27103448,43.21966464
4,74,399.86242608,38.88101952
4,75,409.83197688,34.24171968
4,76,419.38730448,33.1707744
4,77,427.837854,28.40199552
4,78,435.24050112,25.19793792
4,79,442.17521928,24.9795792
4,80,448.76722032,21.753576
4,81,454.58972328,20.86587648
4,82,460.38564768,20.86807104
4,83,466.18257792,20.94597792
4,84,472.02010752,20.94926976
4,85,477.58666992,17.80446528
4,86,481.89279288,14.63332608
4,87,485.9793684,14.7474432
4,88,490.07548416,14.7474432
4,89,494.17159992,14.7474432
4,90,498.28374816,15.553944
4,91,502.1875148,19.952208
7,14,24.29917416,23.69246976
7,15,30.81061656,23.93935776
7,16,37.82942904,25.82667936
13,96,465.5707224,17.8746912
13,97,469.31485512,18.02172672
13,98,474.30238896,17.88785856
13,99,479.23319952,16.62488928
13,100,482.84995632,10.28809728
13,101,485.6780736,10.19263392
13,102,488.50835496,10.19153664
13,103,491.33857536,10.19263392
13,104,494.23889976,11.9713248
13,105,498.47504064,17.22619872
13,106,502.7807064,17.2643292
21,8,21.5197944,21.9675456
21,9,26.90670768,23.77147392
21,10,33.76550016,25.73011872
21,11,40.98423096,25.04980512
21,12,47.62219584,22.8398832
21,13,53.35475232,18.66692736
21,14,58.41738888,18.61974432
21,15,63.8626104,20.19214656
21,16,69.4687968,20.1789792
21,17,75.0758976,20.33040384
21,18,80.73505824,19.2517776
21,19,84.96202464,11.53460736
21,20,87.83598384,11.11654368
21,21,91.75677864,14.44788576
21,22,95.03026968,10.32430752
21,23,97.4730588,5.8923936
21,24,98.213418,0.67153536
21,25,98.2653864,0
21,26,98.27837088,0.48170592
21,27,98.72935296,2.46229632
21,28,99.57986688,3.83938272
21,29,100.87758336,4.90374432
21,30,102.1642356,4.5646848
21,31,103.16827728,2.87816544
21,32,103.95822744,2.51496576
21,33,104.78697864,3.41912448
21,34,105.4862508,2.09909664
21,35,106.60733568,5.86715616
21,36,108.56588904,8.0869536
21,37,111.1175832,10.9782864
21,38,114.68715696,14.62783968
21,39,119.29067328,18.24337728
21,40,124.56289032,20.19653568
21,41,130.46692728,22.6204272
21,42,136.76830152,20.57619456
21,43,141.965172,18.07329888
21,44,147.1835004,19.51183296
21,45,152.89051464,21.4408512
21,46,159.127698,23.68808064
21,47,165.78321936,23.99641632
27,18,21.344636,29.7472608
