vehicleID,laneID,time(s),lateralDistance(m),longitudinalDistance(m),velocity(km/h),acceleration(m/s^2),vehicleLength(m),vehicleWidth(m)
1,2,0.0,0.0,16.012127342857127,13.94295407999999,0.3595841714285726,4.5,1.8
1,2,1.0,0.0,20.841379268571416,15.237457097142851,0.1857683428571439,4.5,1.8
1,2,2.0,0.0,25.133366039999995,15.280486148571423,-0.161863314285712,4.5,1.8
1,2,3.0,0.0,28.888087657142883,14.072041234285724,-0.6147489428571413,4.5,1.8
1,2,4.0,0.0,32.36872222857146,10.854293760000008,-0.9062357142857153,4.5,1.8
1,2,5.0,0.0,34.92503338285717,7.547144091428575,-0.872504514285715,4.5,1.8
1,2,6.0,0.0,36.59976278857146,4.57226125714286,-0.5841782285714285,4.5,1.8
1,2,7.0,0.0,37.63669384000003,3.3410608457142885,0.053485142857143,4.5,1.8
1,2,8.0,0.0,38.75446220571432,4.957354285714289,0.4190274285714288,4.5,1.8
1,2,9.0,0.0,40.32068861714289,6.358058331428576,0.390390742857143,4.5,1.8
1,2,10.0,0.0,42.29094920000003,7.76816763428572,0.3555564571428574,4.5,1.8
1,2,11.0,0.0,44.614609417142894,8.918064822857149,0.2607781714285717,4.5,1.8
1,2,12.0,0.0,47.22426782857146,9.645770468571436,0.2081638857142858,4.5,1.8
1,2,13.0,0.0,49.96729220571432,10.416844800000009,0.3234363428571432,4.5,1.8
1,2,14.0,0.0,53.070090891428606,11.974512137142868,0.4533246857142861,4.5,1.8
1,2,15.0,0.0,56.63099817142861,13.680782537142868,0.4371557714285716,4.5,1.8
1,2,16.0,0.0,60.6544046171429,15.122033691428582,0.3202722285714285,4.5,1.8
1,2,17.0,0.0,64.9899567428572,15.986742582857154,0.1410933714285711,4.5,1.8
1,2,18.0,0.0,69.48791066285719,16.137905965714296,0.0359881714285714,4.5,1.8
1,2,19.0,0.0,73.95688536000006,16.24585741714287,0.0026851428571434,4.5,1.8
1,2,20.0,0.0,78.49580585142863,16.157238994285727,-0.1432995428571426,4.5,1.8
1,2,21.0,0.0,82.86246644571435,15.21410070857144,-0.3693377714285717,4.5,1.8
